Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Conservative Balanced,Fixed Income,Abertis France SAS,,,84856.0,0.0,,,AustralianSuper,0.000776953573567902
Conservative Balanced,Fixed Income,Abertis Infraestructuras SA,,,89636.0,0.0,,,AustralianSuper,0.0008207199316528291
Conservative Balanced,Fixed Income,ABN AMRO Bank NV,,,278840.0,0.0,,,AustralianSuper,0.0025530985958998045
Conservative Balanced,Fixed Income,Accor Sa,,,46566.0,0.0,,,AustralianSuper,0.00042636490179554686
Conservative Balanced,Fixed Income,Achmea BV,,,52682.0,0.0,,,AustralianSuper,0.0004823638654037925
Conservative Balanced,Fixed Income,Adecco International Financial Services BV,,,47195.0,0.0,,,AustralianSuper,0.000432124115024714
Conservative Balanced,Fixed Income,Adidas Ag,,,41775.0,0.0,,,AustralianSuper,0.00038249782615017326
Conservative Balanced,Fixed Income,Adobe Inc,,,58942.0,0.0,,,AustralianSuper,0.0005396813134397011
Conservative Balanced,Fixed Income,Advanced Micro Devices Inc,,,23882.0,0.0,,,AustralianSuper,0.00021866697987117745
Conservative Balanced,Fixed Income,AEP Texas Inc,,,115602.0,0.0,,,AustralianSuper,0.0010584683111576861
Conservative Balanced,Fixed Income,AEP Transmission Co LLC,,,111190.0,0.0,,,AustralianSuper,0.0010180714132767869
Conservative Balanced,Fixed Income,AerCap Ireland Capital DAC / AerCap Global Aviation Trust,,,336041.0,0.0,,,AustralianSuper,0.003076839066363385
Conservative Balanced,Fixed Income,AES Corp/The,,,58513.0,0.0,,,AustralianSuper,0.0005357533285822883
Conservative Balanced,Fixed Income,Agree LP,,,8710.0,0.0,,,AustralianSuper,7.974999558989848e-05
Conservative Balanced,Fixed Income,Aib Group Plc,,,73282.0,0.0,,,AustralianSuper,0.0006709803876944824
Conservative Balanced,Fixed Income,Air Lease Corp,,,227747.0,0.0,,,AustralianSuper,0.0020852838399095996
Conservative Balanced,Fixed Income,Air Liquide Finance SA,,,54212.0,0.0,,,AustralianSuper,0.0004963727624477126
Conservative Balanced,Fixed Income,Air Products And Chemicals Inc,,,131549.0,0.0,,,AustralianSuper,0.0012044813053795128
Conservative Balanced,Fixed Income,Airbus Se,,,89800.0,0.0,,,AustralianSuper,0.0008222215389176676
Conservative Balanced,Fixed Income,Akzo Nobel NV,,,56441.0,0.0,,,AustralianSuper,0.000516781802650914
Conservative Balanced,Fixed Income,Alectra Inc,,,8517.0,0.0,,,AustralianSuper,7.798286021115562e-05
