Option_Name,Asset_Class,Name,Currency,Security_Identifier,Dollar_Value,Weighting_Percentage,Listing_Status,Management_Type,Super_Fund,Weighting_Percentage_Clean
Australian Shares,Equity,Sandfire Resources,,6739739,60046441.0,0.7,Listed,,AustralianSuper,0.6843785297429507
Australian Shares,Equity,Santos,,6776703,6119986.0,0.07,Listed,,AustralianSuper,0.06975246077827396
Australian Shares,Property,Scentre Group,,BLZH0Z7,4580755.0,0.05,Listed,,AustralianSuper,0.05220909549015021
Australian Shares,Equity,Scidev,,BYW3822,532032.0,0.01,Listed,,AustralianSuper,0.0060638277951594426
Australian Shares,Equity,Seek,,B0767Y3,1521794.0,0.02,Listed,,AustralianSuper,0.01734462730758088
Australian Shares,Equity,Sgh,,BR858V2,106615517.0,1.24,Listed,,AustralianSuper,1.2151489673175562
Australian Shares,Equity,Sigma Healthcare,,BF13K02,3576282.0,0.04,Listed,,AustralianSuper,0.04076062754670471
Australian Shares,Equity,Siteminder,,BLH35X6,16102773.0,0.19,Listed,,AustralianSuper,0.18353114567646872
Australian Shares,Equity,Skycity Entertainment,,6151311,5583343.0,0.06,Listed,,AustralianSuper,0.06363607917063055
Australian Shares,Equity,Sonic Healthcare,,6821120,2289107.0,0.03,Listed,,AustralianSuper,0.026090067237861718
Australian Shares,Equity,South32,,BWSW5D9,70551354.0,0.82,Listed,,AustralianSuper,0.8041081389302398
Australian Shares,Equity,Steadfast,,BCT5FD7,54121865.0,0.63,Listed,,AustralianSuper,0.6168532518962525
Australian Shares,Property,Stockland Corporation Ltd,,6850856,2979290.0,0.03,Listed,,AustralianSuper,0.03395641899705389
Australian Shares,Equity,Suncorp,,6585084,5396107.0,0.06,Listed,,AustralianSuper,0.06150205929766336
Australian Shares,Equity,Syrah Resources,,B23HV20,7372956.0,0.09,Listed,,AustralianSuper,0.0840331700448236
Australian Shares,Equity,Tabcorp,,6873262,13195194.0,0.15,Listed,,AustralianSuper,0.1503920518685363
Australian Shares,Equity,Technologyone,,6302410,4394272.0,0.05,Listed,,AustralianSuper,0.050083657924882105
Australian Shares,Equity,Telix Pharmaceuticals,,BF7M092,18369560.0,0.21,Listed,,AustralianSuper,0.20936682100484386
Australian Shares,Equity,Telstra,,6087289,142406908.0,1.65,Listed,,AustralianSuper,1.623080880385228
Australian Shares,Equity,Temple & Webster,,BZ1MWM5,24610733.0,0.29,Listed,,AustralianSuper,0.28050050903826784
Australian Shares,Equity,Tpg Telecom,,BMB2257,35550302.0,0.41,Listed,,AustralianSuper,0.40518410432814633
Australian Shares,Equity,Trajan,,BMXT0M9,675880.0,0.01,Listed,,AustralianSuper,0.007703333502857655
Australian Shares,Infrastructure,Transurban Group,,6200882,210129013.0,2.44,Listed,,AustralianSuper,2.394942690663005
Australian Shares,Equity,Treasury Wine Estates,,B61JC67,1123807.0,0.01,Listed,,AustralianSuper,0.012808575655213874
Australian Shares,Property,Vicinity Centres,,BY7QXS7,83306315.0,0.97,Listed,,AustralianSuper,0.9494826409112761
Australian Shares,Equity,Virgin Australia International,,AU00000VAIH2,0.0,,Listed,,AustralianSuper,0.0
Australian Shares,Equity,Viva Energy,,BYQM3N1,250894.0,0.0,Listed,,AustralianSuper,0.0028595610994051734
