Option Code,Option Name,Asset Class,Filter,Sub-Filter,Name,Name Type,Currency,Issuer Type,Security Identifier,Units Held,Location,Address,% Ownership,$ Value,Weighting (%),Actual Currency Exposure (%),Actual Asset Allocation (%),Effect of Derivatives Exposure (%),Classification,Sort Order,Value Range,Geo Latitude,Geo Longitude
ARBA,Balanced,Cash,,,Sumitomo Mitsui Banking Corp/Sydney,Name of Institution,Australia Dollar,,,,,,,180767825.0,0.07,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Toronto-Dominion Bank/The,Name of Institution,Australia Dollar,,,,,,,-683260.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,UBS AG,Name of Institution,Australia Dollar,,,,,,,3144878.0,0.0,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Westpac Banking Corp,Name of Institution,Australia Dollar,,,,,,,-86851021.0,-0.04,,,,,,,nan,nan
ARBA,Balanced,Cash,,,Total,Total,,,,,,,,3371216962.0,1.36,,,,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Equity,Asset Class,,,,,,,,,,,61.17,-0.91,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Fixed Income,Asset Class,,,,,,,,,,,20.06,2.99,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Infrastructure,Asset Class,,,,,,,,,,,14.77,,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Property,Asset Class,,,,,,,,,,,4.13,,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Alternatives,Asset Class,,,,,,,,,,,0.08,,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Cash,Asset Class,,,,,,,,,,,-0.21,-1.57,,,,nan,nan
ARBA,Balanced,Derivatives,By Asset Class,,Total,Total,,,,,,,,,,,100.0,0.51,,,,nan,nan
ARBA,Balanced,Derivatives,By Currency,,AUD,Currency Exposure,,,,,,,,,,79.37,,31.17,,,,nan,nan
ARBA,Balanced,Derivatives,By Currency,,USD,Currency Exposure,,,,,,,,,,13.95,,-19.75,,,,nan,nan
ARBA,Balanced,Derivatives,By Currency,,Currencies of other developed markets,Currency Exposure,,,,,,,,,,5.0,,-9.35,,,,nan,nan
ARBA,Balanced,Derivatives,By Currency,,Currencies of emerging markets,Currency Exposure,,,,,,,,,,1.68,,-1.56,,,,nan,nan
